Algorithm;Problem;CPU Time [ms];System Time [ms];User Time [ms];Clock Time [ms];Optimize counter;Optimize/sec (CPU) [1/s];Optimize/sec (Clock) [1/s];Exception;Best solution;Best solution (human readable);Depth;Fitness;Operations
MyGeneticAlgorithm [p=30, m=0.2];Knapsack [file=knap_30.inst.dat,id=9364];32;1;32;22;20;625;909;none;[1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1];[1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1];0;2415.0;Empty knapsack created (random)
MyGeneticAlgorithm [p=30, m=0.2];Knapsack [file=knap_30.inst.dat,id=9365];15;1;15;20;20;1333;1000;none;[1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0];[1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0];0;2993.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.2];Knapsack [file=knap_30.inst.dat,id=9366];31;1;31;28;20;645;714;none;[1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1];[1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1];0;3051.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.2];Knapsack [file=knap_30.inst.dat,id=9367];16;1;16;25;20;1250;800;none;[1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1];[1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1];0;3018.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.2];Knapsack [file=knap_30.inst.dat,id=9368];31;1;31;27;20;645;740;none;[1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1];[1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1];0;3099.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.2];Knapsack [file=knap_30.inst.dat,id=9369];31;1;31;22;20;645;909;none;[1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1];[1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1];0;3974.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.2];Knapsack [file=knap_30.inst.dat,id=9370];16;1;16;20;20;1250;1000;none;[1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1];[1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1];0;3587.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.2];Knapsack [file=knap_30.inst.dat,id=9371];31;1;31;20;20;645;1000;none;[0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1];[0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1];0;3490.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.2];Knapsack [file=knap_30.inst.dat,id=9372];16;1;16;20;20;1250;1000;none;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1];[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1];0;3549.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.2];Knapsack [file=knap_30.inst.dat,id=9373];31;1;31;22;20;645;909;none;[1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0];[1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0];0;3148.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.2];Knapsack [file=knap_30.inst.dat,id=9374];31;1;31;30;20;645;666;none;[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1];[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1];0;2991.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.2];Knapsack [file=knap_30.inst.dat,id=9375];31;1;31;30;20;645;666;none;[1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1];[1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1];0;3117.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.2];Knapsack [file=knap_30.inst.dat,id=9376];32;1;32;28;20;625;714;none;[0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0];[0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0];0;3262.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.2];Knapsack [file=knap_30.inst.dat,id=9377];15;1;15;25;20;1333;800;none;[1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1];[1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1];0;3020.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.2];Knapsack [file=knap_30.inst.dat,id=9378];31;1;31;25;20;645;800;none;[0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1];[0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1];0;3172.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.2];Knapsack [file=knap_30.inst.dat,id=9379];32;1;32;28;20;625;714;none;[1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1];[1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1];0;3202.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.2];Knapsack [file=knap_30.inst.dat,id=9380];15;1;15;22;20;1333;909;none;[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0];[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0];0;338.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.2];Knapsack [file=knap_30.inst.dat,id=9381];31;1;31;27;20;645;740;none;[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0];[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0];0;3044.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.2];Knapsack [file=knap_30.inst.dat,id=9382];32;1;32;30;20;625;666;none;[1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1];[1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1];0;2958.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.2];Knapsack [file=knap_30.inst.dat,id=9383];31;1;31;28;20;645;714;none;[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1];[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1];0;3262.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.2];Knapsack [file=knap_30.inst.dat,id=9384];31;1;31;32;20;645;625;none;[0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1];[0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1];0;3844.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.2];Knapsack [file=knap_30.inst.dat,id=9385];31;1;31;30;20;645;666;none;[1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0];[1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0];0;3351.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.2];Knapsack [file=knap_30.inst.dat,id=9386];31;1;31;35;20;645;571;none;[1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1];[1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1];0;3373.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.2];Knapsack [file=knap_30.inst.dat,id=9387];32;15;16;35;20;625;571;none;[1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0];[1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0];0;3469.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.2];Knapsack [file=knap_30.inst.dat,id=9388];16;1;15;30;20;1250;666;none;[1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0];[1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0];0;2824.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.2];Knapsack [file=knap_30.inst.dat,id=9389];32;1;31;35;20;625;571;none;[0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1];[0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1];0;2492.0;Empty knapsack created (random)
MyGeneticAlgorithm [p=30, m=0.2];Knapsack [file=knap_30.inst.dat,id=9390];31;1;32;25;20;645;800;none;[1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0];[1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0];0;2864.0;Empty knapsack created (random)
MyGeneticAlgorithm [p=30, m=0.2];Knapsack [file=knap_30.inst.dat,id=9391];15;1;15;25;20;1333;800;none;[1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1];[1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1];0;2932.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.2];Knapsack [file=knap_30.inst.dat,id=9392];16;1;15;25;20;1250;800;none;[1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1];[1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1];0;2941.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.2];Knapsack [file=knap_30.inst.dat,id=9393];31;1;32;25;20;645;800;none;[1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1];[1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1];0;2766.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.2];Knapsack [file=knap_30.inst.dat,id=9394];31;1;31;25;20;645;800;none;[1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1];[1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1];0;3296.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.2];Knapsack [file=knap_30.inst.dat,id=9395];16;1;15;30;20;1250;666;none;[1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0];[1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0];0;2705.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.2];Knapsack [file=knap_30.inst.dat,id=9396];31;1;32;27;20;645;740;none;[1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1];[1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1];0;3345.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.2];Knapsack [file=knap_30.inst.dat,id=9397];31;1;31;22;20;645;909;none;[0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1];[0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1];0;3106.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.2];Knapsack [file=knap_30.inst.dat,id=9398];16;1;15;20;20;1250;1000;none;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0];[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0];0;3351.0;Unknown operation
MyGeneticAlgorithm [p=30, m=0.2];Knapsack [file=knap_30.inst.dat,id=9399];31;1;32;20;20;645;1000;none;[1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1];[1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1];0;3383.0;Unknown operation
