Algorithm;Problem;CPU Time [ms];System Time [ms];User Time [ms];Clock Time [ms];Optimize counter;Optimize/sec (CPU) [1/s];Optimize/sec (Clock) [1/s];Exception;Best solution;Best solution (human readable);Depth;Fitness;Operations
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9365];78;15;62;80;20;256;250;none;[0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0];[0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0];0;3184.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9366];78;1;78;82;20;256;243;none;[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0];[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0];0;3191.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9367];62;1;62;67;20;322;298;none;[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0];[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0];0;3182.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9368];78;1;78;70;20;256;285;none;[1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1];[1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1];0;2943.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9369];78;1;78;82;20;256;243;none;[1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1];[1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1];0;4214.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9370];63;1;63;65;20;317;307;none;[1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1];[1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1];0;3665.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9371];78;1;78;78;20;256;256;none;[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1];[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1];0;3582.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9372];78;1;78;77;20;256;259;none;[1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0];[1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0];0;3529.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9373];78;1;78;67;20;256;298;none;[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0];[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0];0;3169.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9374];62;1;62;70;20;322;285;none;[1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1];[1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1];0;3026.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9375];78;1;78;80;20;256;250;none;[1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1];[1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1];0;3013.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9376];62;1;63;62;20;322;322;none;[1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1];[1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1];0;3247.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9377];63;1;62;67;20;317;298;none;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0];[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0];0;3162.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9378];78;1;78;80;20;256;250;none;[0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0];[0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0];0;3580.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9379];78;1;78;70;20;256;285;none;[1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1];[1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1];0;3143.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9380];62;1;62;63;20;322;317;none;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0];[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0];0;351.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9381];63;1;63;80;20;317;250;none;[1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0];[1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0];0;3354.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9382];78;1;78;70;20;256;285;none;[0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1];[0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1];0;3519.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9383];78;1;78;83;20;256;240;none;[1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0];[1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0];0;3357.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9384];93;1;93;93;20;215;215;none;[1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1];[1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1];0;3756.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9385];63;1;63;65;20;317;307;none;[0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1];[0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1];0;3302.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9386];62;1;62;63;20;322;317;none;[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1];[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1];0;3276.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9387];78;16;63;75;20;256;266;none;[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1];[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1];0;3475.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9388];78;1;78;67;20;256;298;none;[1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1];[1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1];0;2967.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9389];78;1;78;87;20;256;229;none;[1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0];[1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0];0;2848.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9390];62;1;62;63;20;322;317;none;[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1];[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1];0;3206.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9391];62;1;62;63;20;322;317;none;[1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1];[1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1];0;2999.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9392];63;1;62;73;20;317;273;none;[1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1];[1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1];0;2966.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9393];93;1;94;85;20;215;235;none;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1];[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1];0;3076.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9394];63;1;62;70;20;317;285;none;[1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1];[1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1];0;3237.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9395];78;1;78;78;20;256;256;none;[1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1];[1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1];0;2683.0;Empty knapsack created (random)
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9396];63;1;63;68;20;317;294;none;[0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1];[0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1];0;3474.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9397];62;1;62;65;20;322;307;none;[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1];[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1];0;3359.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9398];78;1;78;75;20;256;266;none;[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0];[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0];0;3389.0;Unknown operation
MyGeneticAlgorithm [p=50, m=0.4];Knapsack [file=knap_30.inst.dat,id=9399];78;1;78;80;20;256;250;none;[1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1];[1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1];0;3368.0;Unknown operation
